PassengerId;Age;Evasions;S;U;B;Tram
0072_01;14.0;TRUE;FALSE;FALSE;FALSE;TRUE
0073_01;37.0;FALSE;FALSE;TRUE;FALSE;TRUE
0074_01;42.0;FALSE;TRUE;FALSE;FALSE;TRUE
0076_01;27.0;FALSE;FALSE;TRUE;FALSE;TRUE
0077_01;28.0;FALSE;FALSE;TRUE;FALSE;TRUE
0078_01;38.0;FALSE;TRUE;FALSE;FALSE;TRUE
0081_01;13.0;TRUE;FALSE;FALSE;FALSE;FALSE
0082_01;42.0;FALSE;FALSE;TRUE;FALSE;TRUE
0082_02;2.0;FALSE;FALSE;TRUE;FALSE;FALSE
0082_03;8.0;FALSE;FALSE;TRUE;FALSE;TRUE
0084_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
0085_01;40.0;FALSE;TRUE;FALSE;FALSE;FALSE
0086_01;43.0;TRUE;FALSE;FALSE;FALSE;TRUE
0088_01;45.0;FALSE;FALSE;TRUE;FALSE;FALSE
0090_01;35.0;TRUE;FALSE;FALSE;FALSE;FALSE
0091_01;26.0;TRUE;FALSE;FALSE;FALSE;FALSE
0091_02;27.0;TRUE;FALSE;FALSE;FALSE;TRUE
0092_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
0092_02;0.0;TRUE;FALSE;FALSE;FALSE;FALSE
0092_03;3.0;TRUE;FALSE;FALSE;FALSE;FALSE
0097_01;54.0;FALSE;TRUE;FALSE;FALSE;TRUE
0098_01;26.0;TRUE;FALSE;FALSE;FALSE;TRUE
0098_02;26.0;TRUE;FALSE;FALSE;FALSE;TRUE
0099_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
0099_02;2.0;TRUE;FALSE;FALSE;FALSE;FALSE
0101_01;31.0;FALSE;FALSE;TRUE;FALSE;FALSE
0102_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
0103_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
0103_02;9.0;TRUE;FALSE;FALSE;FALSE;FALSE
0103_03;6.0;TRUE;FALSE;FALSE;FALSE;FALSE
0105_01;27.0;TRUE;FALSE;FALSE;FALSE;FALSE
0107_01;21.0;FALSE;FALSE;TRUE;FALSE;TRUE
0108_01;23.0;TRUE;FALSE;FALSE;FALSE;FALSE
0108_02;31.0;TRUE;FALSE;FALSE;FALSE;TRUE
0108_03;0.0;TRUE;FALSE;FALSE;FALSE;TRUE
0110_01;32.0;FALSE;TRUE;FALSE;FALSE;TRUE
0110_02;40.0;FALSE;TRUE;FALSE;FALSE;FALSE
0110_03;42.0;FALSE;TRUE;FALSE;FALSE;TRUE
0110_04;28.0;FALSE;TRUE;FALSE;FALSE;FALSE
0111_01;29.0;FALSE;TRUE;FALSE;FALSE;FALSE
0112_01;48.0;FALSE;TRUE;FALSE;FALSE;TRUE
0113_01;64.0;TRUE;FALSE;FALSE;FALSE;TRUE
0114_01;27.0;TRUE;FALSE;FALSE;FALSE;TRUE
0115_01;26.0;FALSE;FALSE;TRUE;FALSE;FALSE
0116_01;33.0;FALSE;TRUE;FALSE;FALSE;TRUE
0119_01;39.0;FALSE;FALSE;FALSE;TRUE;TRUE
0119_02;13.0;FALSE;TRUE;FALSE;FALSE;FALSE
0120_01;24.0;FALSE;FALSE;TRUE;FALSE;FALSE
0122_01;29.0;TRUE;FALSE;FALSE;FALSE;TRUE
0123_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
0126_01;67.0;FALSE;FALSE;TRUE;FALSE;FALSE
0127_01;35.0;FALSE;FALSE;TRUE;FALSE;TRUE
0128_01;61.0;FALSE;FALSE;TRUE;FALSE;TRUE
0128_02;45.0;FALSE;FALSE;TRUE;FALSE;TRUE
0129_01;22.0;TRUE;FALSE;FALSE;FALSE;FALSE
0133_01;19.0;FALSE;FALSE;TRUE;FALSE;FALSE
0133_02;36.0;FALSE;FALSE;TRUE;FALSE;TRUE
0134_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
0136_01;47.0;TRUE;FALSE;FALSE;FALSE;TRUE
0138_01;13.0;TRUE;FALSE;FALSE;FALSE;FALSE
0138_02;34.0;TRUE;FALSE;FALSE;FALSE;TRUE
0139_01;35.0;FALSE;TRUE;FALSE;FALSE;FALSE
0140_01;24.0;TRUE;FALSE;FALSE;FALSE;FALSE
0140_02;26.0;TRUE;FALSE;FALSE;FALSE;TRUE
0141_01;31.0;FALSE;FALSE;TRUE;FALSE;TRUE
0144_01;20.0;TRUE;FALSE;FALSE;FALSE;TRUE
0146_01;56.0;TRUE;FALSE;FALSE;FALSE;TRUE
0147_01;50.0;TRUE;FALSE;FALSE;FALSE;FALSE
0148_01;42.0;FALSE;FALSE;TRUE;FALSE;TRUE
0149_01;29.0;TRUE;FALSE;FALSE;FALSE;FALSE
0151_01;38.0;TRUE;FALSE;FALSE;FALSE;FALSE
0152_01;41.0;TRUE;FALSE;FALSE;FALSE;TRUE
0160_01;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
0163_01;26.0;FALSE;TRUE;FALSE;FALSE;FALSE
0163_02;17.0;FALSE;TRUE;FALSE;FALSE;FALSE
0164_01;57.0;TRUE;FALSE;FALSE;FALSE;TRUE
0164_02;17.0;TRUE;FALSE;FALSE;FALSE;FALSE
0165_01;35.0;FALSE;FALSE;TRUE;FALSE;FALSE
0167_01;13.0;FALSE;FALSE;TRUE;FALSE;FALSE
0167_02;27.0;FALSE;FALSE;TRUE;FALSE;TRUE
0169_01;31.0;TRUE;FALSE;FALSE;FALSE;FALSE
0170_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
0171_01;19.0;TRUE;FALSE;FALSE;FALSE;FALSE
0172_01;32.0;TRUE;FALSE;FALSE;FALSE;FALSE
0173_01;58.0;TRUE;FALSE;FALSE;FALSE;FALSE
0174_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
0177_01;38.0;FALSE;TRUE;FALSE;FALSE;TRUE
0178_01;38.0;FALSE;FALSE;TRUE;FALSE;TRUE
0179_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
0179_02;0.0;TRUE;FALSE;FALSE;FALSE;TRUE
0179_03;3.0;TRUE;FALSE;FALSE;FALSE;TRUE
0181_01;20.0;TRUE;FALSE;FALSE;FALSE;TRUE
0182_01;24.0;FALSE;TRUE;FALSE;FALSE;FALSE
0183_01;37.0;TRUE;FALSE;FALSE;FALSE;TRUE
0186_01;25.0;TRUE;FALSE;FALSE;FALSE;TRUE
0188_01;56.0;TRUE;FALSE;FALSE;FALSE;FALSE
0189_01;49.0;TRUE;FALSE;FALSE;FALSE;TRUE
0190_01;11.0;TRUE;FALSE;FALSE;FALSE;FALSE
0192_01;1.0;TRUE;FALSE;FALSE;FALSE;FALSE
0192_02;8.0;TRUE;FALSE;FALSE;FALSE;TRUE
0192_03;39.0;TRUE;FALSE;FALSE;FALSE;TRUE
0193_01;2.0;FALSE;FALSE;TRUE;FALSE;FALSE
0193_02;23.0;FALSE;FALSE;TRUE;FALSE;TRUE
0193_03;0.0;FALSE;FALSE;TRUE;FALSE;TRUE
0195_01;39.0;FALSE;FALSE;TRUE;FALSE;TRUE
0196_01;25.0;FALSE;FALSE;TRUE;FALSE;TRUE
0197_01;36.0;FALSE;TRUE;FALSE;FALSE;TRUE
0198_01;52.0;TRUE;FALSE;FALSE;FALSE;FALSE
0199_01;18.0;TRUE;FALSE;FALSE;FALSE;FALSE
0200_01;15.0;TRUE;FALSE;FALSE;FALSE;FALSE
0201_01;35.0;FALSE;TRUE;FALSE;FALSE;FALSE
0201_02;47.0;FALSE;TRUE;FALSE;FALSE;FALSE
0202_01;45.0;FALSE;TRUE;FALSE;FALSE;FALSE
0202_02;29.0;FALSE;TRUE;FALSE;FALSE;TRUE
0203_01;51.0;FALSE;TRUE;FALSE;FALSE;FALSE
0205_01;29.0;TRUE;FALSE;FALSE;FALSE;TRUE
0206_01;29.0;FALSE;TRUE;FALSE;FALSE;TRUE
0207_01;19.0;TRUE;FALSE;FALSE;FALSE;FALSE
0210_01;24.0;FALSE;FALSE;FALSE;TRUE;FALSE
0211_01;29.0;FALSE;FALSE;TRUE;FALSE;TRUE
0211_02;11.0;FALSE;FALSE;TRUE;FALSE;FALSE
0211_03;17.0;FALSE;FALSE;TRUE;FALSE;TRUE
0212_01;13.0;TRUE;FALSE;FALSE;FALSE;TRUE
0212_02;35.0;TRUE;FALSE;FALSE;FALSE;TRUE
0213_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
0216_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
0217_01;38.0;TRUE;FALSE;FALSE;FALSE;TRUE
0219_01;19.0;TRUE;FALSE;FALSE;FALSE;FALSE
0220_01;2.0;TRUE;FALSE;FALSE;FALSE;FALSE
0220_02;0.0;TRUE;FALSE;FALSE;FALSE;TRUE
0220_03;13.0;TRUE;FALSE;FALSE;FALSE;FALSE
0220_04;25.0;TRUE;FALSE;FALSE;FALSE;TRUE
0220_05;16.0;TRUE;FALSE;FALSE;FALSE;TRUE
0220_06;1.0;TRUE;FALSE;FALSE;FALSE;TRUE
0220_07;15.0;TRUE;FALSE;FALSE;FALSE;FALSE
0221_01;21.0;FALSE;FALSE;TRUE;FALSE;TRUE
0221_02;23.0;FALSE;FALSE;TRUE;FALSE;TRUE
0221_03;33.0;FALSE;FALSE;TRUE;FALSE;TRUE
0221_04;21.0;FALSE;FALSE;TRUE;FALSE;FALSE
0221_05;41.0;FALSE;FALSE;TRUE;FALSE;TRUE
0221_06;16.0;FALSE;FALSE;TRUE;FALSE;TRUE
0221_07;42.0;FALSE;FALSE;TRUE;FALSE;FALSE
0222_01;20.0;FALSE;FALSE;TRUE;FALSE;TRUE
0222_02;24.0;FALSE;FALSE;TRUE;FALSE;FALSE
0222_03;16.0;FALSE;FALSE;TRUE;FALSE;FALSE
0223_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
0224_01;32.0;FALSE;FALSE;TRUE;FALSE;TRUE
0225_01;58.0;TRUE;FALSE;FALSE;FALSE;FALSE
0229_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
0231_01;30.0;FALSE;FALSE;TRUE;FALSE;TRUE
0232_01;27.0;TRUE;FALSE;FALSE;FALSE;FALSE
0233_01;32.0;FALSE;FALSE;TRUE;FALSE;TRUE
0234_01;43.0;TRUE;FALSE;FALSE;FALSE;TRUE
0237_01;42.0;FALSE;TRUE;FALSE;FALSE;FALSE
0239_01;37.0;FALSE;FALSE;TRUE;FALSE;TRUE
0240_01;35.0;FALSE;FALSE;TRUE;FALSE;FALSE
0241_01;33.0;FALSE;TRUE;FALSE;FALSE;FALSE
0242_01;18.0;FALSE;FALSE;FALSE;TRUE;TRUE
0243_01;21.0;TRUE;FALSE;FALSE;FALSE;FALSE
0244_01;43.0;FALSE;FALSE;TRUE;FALSE;FALSE
0244_02;14.0;FALSE;FALSE;TRUE;FALSE;FALSE
0245_01;46.0;FALSE;TRUE;FALSE;FALSE;TRUE
0245_02;33.0;FALSE;TRUE;FALSE;FALSE;TRUE
0246_01;21.0;FALSE;FALSE;TRUE;FALSE;TRUE
0248_01;33.0;FALSE;TRUE;FALSE;FALSE;TRUE
0250_01;47.0;TRUE;FALSE;FALSE;FALSE;FALSE
0251_01;54.0;FALSE;FALSE;FALSE;TRUE;FALSE
0252_01;30.0;TRUE;FALSE;FALSE;FALSE;TRUE
0253_01;29.0;TRUE;FALSE;FALSE;FALSE;TRUE
0254_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
0255_01;24.0;FALSE;TRUE;FALSE;FALSE;FALSE
0257_01;21.0;FALSE;FALSE;TRUE;FALSE;TRUE
0257_02;60.0;FALSE;FALSE;TRUE;FALSE;FALSE
0258_01;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
0260_01;26.0;FALSE;TRUE;FALSE;FALSE;TRUE
0261_01;26.0;TRUE;FALSE;FALSE;FALSE;TRUE
0263_01;28.0;TRUE;FALSE;FALSE;FALSE;FALSE
0265_01;39.0;FALSE;TRUE;FALSE;FALSE;FALSE
0267_01;13.0;TRUE;FALSE;FALSE;FALSE;TRUE
0269_01;47.0;TRUE;FALSE;FALSE;FALSE;TRUE
0270_01;63.0;TRUE;FALSE;FALSE;FALSE;TRUE
0275_01;29.0;FALSE;TRUE;FALSE;FALSE;FALSE
0277_01;50.0;TRUE;FALSE;FALSE;FALSE;TRUE
0278_01;35.0;TRUE;FALSE;FALSE;FALSE;TRUE
0278_02;45.0;TRUE;FALSE;FALSE;FALSE;TRUE
0281_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
0282_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
0283_01;29.0;TRUE;FALSE;FALSE;FALSE;FALSE
0283_02;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
0285_01;14.0;FALSE;TRUE;FALSE;FALSE;FALSE
0285_02;42.0;FALSE;TRUE;FALSE;FALSE;FALSE
0286_01;57.0;TRUE;FALSE;FALSE;FALSE;TRUE
0287_01;39.0;FALSE;TRUE;FALSE;FALSE;FALSE
0287_02;28.0;FALSE;TRUE;FALSE;FALSE;TRUE
0288_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
0289_01;19.0;FALSE;TRUE;FALSE;FALSE;FALSE
0290_01;26.0;FALSE;TRUE;FALSE;FALSE;TRUE
0290_02;17.0;FALSE;TRUE;FALSE;FALSE;FALSE
0290_03;43.0;FALSE;TRUE;FALSE;FALSE;FALSE
0290_04;9.0;FALSE;TRUE;FALSE;FALSE;TRUE
0291_01;40.0;FALSE;TRUE;FALSE;FALSE;TRUE
0294_01;50.0;FALSE;TRUE;FALSE;FALSE;FALSE
0297_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
0298_01;57.0;FALSE;TRUE;FALSE;FALSE;FALSE
0301_01;16.0;TRUE;FALSE;FALSE;FALSE;FALSE
0302_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
0303_01;23.0;FALSE;FALSE;FALSE;TRUE;FALSE
0304_01;28.0;FALSE;TRUE;FALSE;FALSE;TRUE
0305_01;23.0;FALSE;TRUE;FALSE;FALSE;TRUE
0306_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
0307_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
0309_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
0310_01;67.0;FALSE;TRUE;FALSE;FALSE;TRUE
0313_01;60.0;TRUE;FALSE;FALSE;FALSE;TRUE
0313_02;29.0;TRUE;FALSE;FALSE;FALSE;FALSE
0313_03;49.0;TRUE;FALSE;FALSE;FALSE;TRUE
0313_04;0.0;TRUE;FALSE;FALSE;FALSE;TRUE
0314_01;26.0;TRUE;FALSE;FALSE;FALSE;TRUE
0315_01;35.0;FALSE;FALSE;FALSE;TRUE;FALSE
0316_01;24.0;FALSE;TRUE;FALSE;FALSE;TRUE
0316_02;20.0;FALSE;TRUE;FALSE;FALSE;FALSE
0320_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
0320_02;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
0321_01;59.0;FALSE;FALSE;FALSE;TRUE;TRUE
0322_01;13.0;TRUE;FALSE;FALSE;FALSE;FALSE
0324_01;43.0;TRUE;FALSE;FALSE;FALSE;FALSE
0326_01;29.0;TRUE;FALSE;FALSE;FALSE;FALSE
0327_01;19.0;TRUE;FALSE;FALSE;FALSE;TRUE
0330_01;2.0;FALSE;TRUE;FALSE;FALSE;TRUE
0330_02;32.0;FALSE;TRUE;FALSE;FALSE;TRUE
0330_03;33.0;FALSE;TRUE;FALSE;FALSE;TRUE
0331_01;25.0;TRUE;FALSE;FALSE;FALSE;TRUE
0333_01;29.0;FALSE;FALSE;TRUE;FALSE;FALSE
0334_01;29.0;FALSE;FALSE;TRUE;FALSE;TRUE
0336_01;44.0;TRUE;FALSE;FALSE;FALSE;TRUE
0337_01;2.0;FALSE;FALSE;TRUE;FALSE;FALSE
0337_02;19.0;FALSE;FALSE;TRUE;FALSE;TRUE
0337_03;0.0;FALSE;FALSE;TRUE;FALSE;TRUE
0338_01;18.0;TRUE;FALSE;FALSE;FALSE;FALSE
0340_01;38.0;FALSE;TRUE;FALSE;FALSE;FALSE
0341_01;5.0;TRUE;FALSE;FALSE;FALSE;FALSE
0343_01;31.0;TRUE;FALSE;FALSE;FALSE;TRUE
0345_01;30.0;FALSE;FALSE;TRUE;FALSE;FALSE
0346_01;15.0;TRUE;FALSE;FALSE;FALSE;FALSE
0347_01;27.0;FALSE;FALSE;TRUE;FALSE;TRUE
0348_01;22.0;FALSE;FALSE;TRUE;FALSE;TRUE
0348_02;36.0;FALSE;FALSE;TRUE;FALSE;FALSE
0350_01;14.0;TRUE;FALSE;FALSE;FALSE;FALSE
0352_01;23.0;FALSE;FALSE;TRUE;FALSE;TRUE
0355_01;18.0;TRUE;FALSE;FALSE;FALSE;FALSE
0356_01;36.0;FALSE;TRUE;FALSE;FALSE;FALSE
0357_01;41.0;TRUE;FALSE;FALSE;FALSE;TRUE
0358_01;50.0;TRUE;FALSE;FALSE;FALSE;FALSE
0358_02;32.0;TRUE;FALSE;FALSE;FALSE;FALSE
0359_01;26.0;TRUE;FALSE;FALSE;FALSE;TRUE
0360_01;15.0;TRUE;FALSE;FALSE;FALSE;TRUE
0361_01;33.0;TRUE;FALSE;FALSE;FALSE;TRUE
0365_01;29.0;TRUE;FALSE;FALSE;FALSE;TRUE
0368_01;26.0;FALSE;FALSE;TRUE;FALSE;TRUE
0368_02;61.0;FALSE;FALSE;TRUE;FALSE;FALSE
0369_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
0370_01;30.0;TRUE;FALSE;FALSE;FALSE;TRUE
0371_01;24.0;FALSE;FALSE;TRUE;FALSE;FALSE
0372_01;24.0;TRUE;FALSE;FALSE;FALSE;TRUE
0373_01;41.0;TRUE;FALSE;FALSE;FALSE;FALSE
0375_01;20.0;TRUE;FALSE;FALSE;FALSE;TRUE
0376_01;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
0377_01;63.0;FALSE;TRUE;FALSE;FALSE;TRUE
0378_01;18.0;FALSE;TRUE;FALSE;FALSE;TRUE
0378_02;21.0;FALSE;TRUE;FALSE;FALSE;FALSE
0378_03;72.0;FALSE;TRUE;FALSE;FALSE;TRUE
0378_04;56.0;FALSE;TRUE;FALSE;FALSE;FALSE
0378_05;13.0;FALSE;TRUE;FALSE;FALSE;FALSE
0378_06;33.0;FALSE;TRUE;FALSE;FALSE;TRUE
0378_07;32.0;FALSE;TRUE;FALSE;FALSE;FALSE
0379_01;31.0;TRUE;FALSE;FALSE;FALSE;TRUE
0380_01;26.0;FALSE;TRUE;FALSE;FALSE;FALSE
0381_01;18.0;FALSE;TRUE;FALSE;FALSE;FALSE
0381_02;38.0;FALSE;TRUE;FALSE;FALSE;FALSE
0382_01;23.0;FALSE;FALSE;FALSE;TRUE;TRUE
0383_01;28.0;TRUE;FALSE;FALSE;FALSE;TRUE
0383_02;34.0;TRUE;FALSE;FALSE;FALSE;FALSE
0384_01;0.0;TRUE;FALSE;FALSE;FALSE;TRUE
0384_02;14.0;TRUE;FALSE;FALSE;FALSE;TRUE
0385_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
0387_01;49.0;TRUE;FALSE;FALSE;FALSE;FALSE
0388_01;14.0;TRUE;FALSE;FALSE;FALSE;FALSE
0389_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
0391_01;27.0;FALSE;TRUE;FALSE;FALSE;TRUE
0392_01;48.0;TRUE;FALSE;FALSE;FALSE;TRUE
0395_01;31.0;FALSE;TRUE;FALSE;FALSE;TRUE
0395_02;61.0;FALSE;TRUE;FALSE;FALSE;TRUE
0396_01;18.0;TRUE;FALSE;FALSE;FALSE;FALSE
0397_01;45.0;FALSE;FALSE;TRUE;FALSE;FALSE
0398_01;22.0;FALSE;FALSE;TRUE;FALSE;TRUE
0401_01;30.0;FALSE;FALSE;TRUE;FALSE;TRUE
0401_02;30.0;FALSE;FALSE;TRUE;FALSE;TRUE
0402_01;32.0;FALSE;FALSE;FALSE;TRUE;FALSE
0403_01;43.0;FALSE;FALSE;TRUE;FALSE;TRUE
0405_01;17.0;TRUE;FALSE;FALSE;FALSE;TRUE
0407_01;23.0;TRUE;FALSE;FALSE;FALSE;TRUE
0407_02;20.0;TRUE;FALSE;FALSE;FALSE;TRUE
0407_03;39.0;TRUE;FALSE;FALSE;FALSE;FALSE
0408_01;35.0;FALSE;FALSE;TRUE;FALSE;TRUE
0409_01;31.0;FALSE;FALSE;TRUE;FALSE;TRUE
0410_01;21.0;TRUE;FALSE;FALSE;FALSE;TRUE
0411_01;16.0;TRUE;FALSE;FALSE;FALSE;TRUE
0412_01;60.0;FALSE;TRUE;FALSE;FALSE;TRUE
0413_01;18.0;TRUE;FALSE;FALSE;FALSE;TRUE
0415_01;42.0;TRUE;FALSE;FALSE;FALSE;FALSE
0417_01;68.0;FALSE;TRUE;FALSE;FALSE;FALSE
0417_02;22.0;FALSE;TRUE;FALSE;FALSE;TRUE
0417_03;59.0;FALSE;TRUE;FALSE;FALSE;FALSE
0423_01;29.0;FALSE;TRUE;FALSE;FALSE;TRUE
0425_01;37.0;FALSE;FALSE;TRUE;FALSE;TRUE
0425_02;3.0;FALSE;FALSE;TRUE;FALSE;FALSE
0425_03;31.0;FALSE;FALSE;TRUE;FALSE;FALSE
0427_01;31.0;FALSE;TRUE;FALSE;FALSE;TRUE
0428_01;29.0;FALSE;TRUE;FALSE;FALSE;TRUE
0429_01;20.0;FALSE;TRUE;FALSE;FALSE;TRUE
0429_02;46.0;FALSE;TRUE;FALSE;FALSE;FALSE
0430_01;29.0;TRUE;FALSE;FALSE;FALSE;TRUE
0431_01;43.0;FALSE;FALSE;TRUE;FALSE;FALSE
0432_01;17.0;FALSE;FALSE;TRUE;FALSE;TRUE
0433_01;27.0;FALSE;TRUE;FALSE;FALSE;FALSE
0433_02;47.0;FALSE;TRUE;FALSE;FALSE;TRUE
0434_01;45.0;FALSE;FALSE;TRUE;FALSE;FALSE
0435_01;17.0;TRUE;FALSE;FALSE;FALSE;FALSE
0436_01;10.0;TRUE;FALSE;FALSE;FALSE;TRUE
0436_02;56.0;TRUE;FALSE;FALSE;FALSE;TRUE
0437_01;39.0;TRUE;FALSE;FALSE;FALSE;TRUE
0437_02;40.0;TRUE;FALSE;FALSE;FALSE;TRUE
0438_01;40.0;FALSE;TRUE;FALSE;FALSE;FALSE
0439_01;34.0;FALSE;TRUE;FALSE;FALSE;TRUE
0441_01;32.0;TRUE;FALSE;FALSE;FALSE;TRUE
0442_01;35.0;TRUE;FALSE;FALSE;FALSE;TRUE
0444_01;32.0;FALSE;FALSE;TRUE;FALSE;TRUE
0444_02;26.0;FALSE;FALSE;FALSE;TRUE;TRUE
0445_01;25.0;TRUE;FALSE;FALSE;FALSE;TRUE
0445_02;26.0;FALSE;FALSE;FALSE;TRUE;TRUE
0446_01;22.0;FALSE;TRUE;FALSE;FALSE;FALSE
0447_01;22.0;TRUE;FALSE;FALSE;FALSE;TRUE
